,client_id,pit,recent_successful_repayments,future_bad_probability,available_credit,balance,sum_failed_repayments ,max_failed_repayments,credit_score,external score,credit_inquiries_count,credit_open_balance,years_on_file,max_successful_repayments,missing_report,client_industry_unknown,tag_in_six_months
6128,8223,15/02/2017,8141.414945,0.007142857,1505.377581,10050.9428,320.1997939,222.9792415,678.0,983.0,13.0,42871.0,,,0,0,good
6129,8228,8/8/17,7272.0982810000005,0.007142857,2568.569607,9508.562686,0.0,0.0,504.0,722.0,0.0,64835.0,between 6 and 8 years,24.0,0,0,good
6130,8245,26/06/2017,22860.99089,0.007142857,15034.737219999999,-1002.27324,265.4236636,266.0581369,644.0,932.0,7.0,19837.0,between 0.5 and 1 years,0.0,0,0,good
6131,8247,19/06/2017,6727.981515,0.007142857,5421.870408,4378.483903,0.0,0.0,606.0,875.0,21.0,82694.0,between 17 and 20 years,24.0,0,0,good
6132,8297,13/06/2017,-50.26652468,0.007142857,20663.87066,-273.82737139999995,1818.638891,276.3566327,603.0,870.5,3.0,561681.0,between 17 and 20 years,,0,0,good
6134,8320,26/06/2017,6268.861422999999,0.007142857,12623.75314,2486.588479,0.0,0.0,616.0,890.0,37.0,24615.0,between 0.5 and 1 years,27.0,0,0,good
6135,8327,7/3/17,9366.798121,0.007142857,2927.967463,17575.18781,0.0,0.0,626.0,905.0,27.0,1433788.0,between 17 and 20 years,18.0,0,0,good
6138,8511,2/6/17,65624.36616,0.007142857,39959.18453,-38.63540473,0.0,0.0,636.0,920.0,16.0,595308.0,between 25 and 30 years,,0,0,good
6139,8757,19/02/2017,17750.07024,0.007142857,25138.51794,9758.161224,1490.987326,824.3857367,674.0,977.0,5.0,33820.0,,,0,0,good
6141,8872,18/06/2017,4775.68767,0.007142857,11383.11661,8695.393762,0.0,0.0,700.0,1016.0,1.0,67971.0,less than 0.5 year,12.0,0,0,good
6143,8911,7/12/17,23959.40515,0.007142857,2321.566807,37552.738639999996,0.0,0.0,790.0,1151.0,6.0,151939.0,between 8 and 10 years,1.0,0,0,good
6146,8994,18/03/2017,6595.412077,0.007142857,6406.405965999999,10138.113140000001,3874.610073,241.6287346,600.0,866.0,4.0,20662.0,between 12 and 14 years,,0,0,good
6148,9023,19/06/2017,4187.944097,0.007142857,1202.055644,9765.055775,0.0,0.0,693.0,1005.5,1.0,389118.0,between 1.5 and 2 years,17.0,0,0,good
6152,9171,15/08/2017,38912.98908,0.007142857,2790.652403,47160.91653,0.0,0.0,589.0,849.5,0.0,13887.0,between 1.5 and 2 years,22.0,0,0,good
6153,9196,7/2/17,1007.9015109999999,0.007142857,49847.58434,131.7720304,0.0,0.0,764.0,1112.0,9.0,629886.0,,25.0,0,0,good
6154,9222,13/02/2017,11.15731601,0.007142857,15002.325319999998,-39.59409003,0.0,0.0,676.0,980.0,2.0,222517.0,between 8 and 10 years,,0,0,good
6155,9347,7/9/17,11969.83888,0.007142857,15608.549719999999,3875.821446,0.0,0.0,699.0,1014.5,24.0,47792.0,less than 0.5 year,26.0,0,0,good
6158,9540,26/06/2017,13515.65801,0.007142857,4100.371189,15488.789330000001,0.0,0.0,726.0,1055.0,2.0,8918.0,between 8 and 10 years,24.0,0,0,good
6161,9696,8/12/17,19131.81881,0.007142857,10987.53653,30218.164530000002,0.0,0.0,740.0,1076.0,0.0,608.0,between 0.5 and 1 years,27.0,0,0,good
6163,9722,28/01/2017,5908.174899000001,0.007142857,18763.9727,1371.97349,0.0,0.0,632.0,914.0,8.0,93912.0,between 1.5 and 2 years,,0,0,good
6165,9800,25/06/2017,4363.356597999999,0.007142857,2479.809442,3833.2300990000003,0.0,0.0,699.0,1014.5,4.0,343806.0,between 6 and 8 years,25.0,0,0,good
6167,9964,28/06/2017,-9.395614789,0.007142857,7017.319579999999,7.818107251,0.0,0.0,674.0,977.0,8.0,635628.0,between 6 and 8 years,,0,0,good
6168,9994,2/6/17,43714.71307,0.007142857,19769.26804,35041.54985,16200.712780000002,11711.160890000001,654.0,947.0,2.0,343274.0,between 2 and 2.5 years,,0,0,good
6170,10158,28/06/2017,3896.275518,0.007142857,23197.04523,6691.596358,0.0,0.0,728.0,1058.0,1.0,245173.0,between 6 and 8 years,10.0,0,0,good
6171,10167,27/06/2017,10829.8636,0.007142857,11051.72531,3962.032031,0.0,0.0,658.0,953.0,5.0,130949.0,between 0.5 and 1 years,5.0,0,0,good
6173,10197,7/5/17,-49.60418154,0.007142857,19957.79905,-17.20653115,0.0,0.0,701.0,1017.5,18.0,361581.0,between 0.5 and 1 years,,0,0,good
6174,10307,8/6/17,-62.05864035,0.007142857,20000.11673,50.85255387,0.0,0.0,654.0,947.0,2.0,551791.0,more than 35 years,0.0,0,0,good
6175,10329,23/01/2017,25929.23981,0.007142857,21569.32325,29162.61122,911.5677509999999,407.7536235,679.0,984.5,6.0,112992.0,between 3 and 5 years,,0,0,good
6178,10367,7/3/17,25632.66745,0.007142857,20130.84987,-294.3386213,0.0,0.0,698.0,1013.0,3.0,23200.0,between 2.5 and 3 years,0.0,0,0,good
6179,10370,21/01/2017,11792.25645,0.007142857,4012.734279,12362.51489,0.0,0.0,683.0,990.5,10.0,170153.0,between 5 and 6 years,,0,0,good
6180,10467,21/01/2017,2406.195753,0.007142857,448.2515233,19378.06849,0.0,0.0,647.0,936.5,9.0,378565.0,between 3 and 5 years,,0,0,good
6181,10509,28/08/2017,18645.307409999998,0.007142857,42595.34308,7324.164198,0.0,0.0,714.0,1037.0,6.0,308261.0,between 20 and 25 years,28.0,0,0,good
6182,10519,7/10/17,5955.979164,0.007142857,9173.001085,597.6777512,0.0,0.0,630.0,911.0,11.0,9188.0,,25.0,0,0,good
6185,10576,25/01/2017,11191.84046,0.007142857,8227.328586,4350.746975,0.0,0.0,600.0,866.0,6.0,177587.0,,,0,0,good
6190,10928,16/01/2017,14179.399140000001,0.007142857,417.7819877,19644.07982,917.9287132999999,263.2953164,671.0,972.5,9.0,349566.0,between 25 and 30 years,,0,0,good
6191,10938,7/9/17,2664.28598,0.007142857,19563.25748,418.9213878,0.0,0.0,650.0,941.0,4.0,182531.0,between 5 and 6 years,28.0,0,0,good
6195,11097,15/01/2017,7474.173723000001,0.007142857,751.0001764,9867.551005,0.0,0.0,,-34.0,,,,,0,0,good
6196,11141,14/01/2017,13412.99585,0.007142857,3450.3307700000005,17965.40863,0.0,0.0,633.0,915.5,22.0,334211.0,between 12 and 14 years,,0,0,good
6203,11383,17/07/2017,2560.854398,0.007142857,39543.286889999996,395.8742558,0.0,0.0,711.0,1032.5,5.0,971887.0,between 2 and 2.5 years,25.0,0,0,good
6204,11423,23/07/2017,3250.5302,0.007142857,4644.060422,5204.201134,0.0,0.0,726.0,1055.0,12.0,757504.0,between 5 and 6 years,26.0,0,0,good
6205,11497,1/10/17,2956.549846,0.007142857,754.2635239,4295.517611,0.0,0.0,705.0,1023.5,0.0,8673.0,between 8 and 10 years,,0,0,good
6206,11519,17/01/2017,12526.19082,0.007142857,9424.297639,10521.25289,0.0,0.0,585.0,843.5,6.0,153873.0,,,0,0,good
6207,11808,7/12/17,11970.421240000001,0.007142857,1172.470592,24783.21063,0.0,0.0,605.0,873.5,22.0,199324.0,between 25 and 30 years,21.0,0,0,good
6209,11954,1/8/17,19518.2389,0.007142857,4483.808806,15170.14479,0.0,0.0,715.0,1038.5,2.0,19348.0,between 5 and 6 years,,0,0,good
6212,12073,19/07/2017,40813.89453,0.007142857,14292.49955,55693.758720000005,0.0,0.0,712.0,1034.0,7.0,288588.0,between 20 and 25 years,22.0,0,0,good
6213,12143,18/07/2017,9863.894351,0.007142857,1174.1262140000001,6761.870365000001,0.0,0.0,756.0,1100.0,4.0,74323.0,between 1.5 and 2 years,8.0,0,0,good
6216,12190,16/07/2017,23883.869919999997,0.007142857,2143.465173,32852.33595,0.0,0.0,710.0,1031.0,1.0,362136.0,between 2 and 2.5 years,24.0,0,0,good
6217,12227,7/12/17,6802.610308,0.007142857,974.426825,8997.408785,0.0,0.0,691.0,1002.5,5.0,6353.0,between 2 and 2.5 years,5.0,0,0,good
6219,12248,7/12/17,10592.04585,0.007142857,11519.53653,38.20580441,0.0,0.0,703.0,1020.5,5.0,258023.0,between 0.5 and 1 years,0.0,0,0,good
6222,12476,1/9/17,4119.718674000001,0.007142857,18016.953269999998,1884.937213,0.0,0.0,652.0,944.0,14.0,57446.0,between 6 and 8 years,,0,0,good
6223,12510,1/8/17,9730.094243000001,0.007142857,9091.569773000001,11044.24893,0.0,0.0,607.0,876.5,6.0,73706.0,between 8 and 10 years,,0,0,good
6224,12518,7/12/17,3025.3088420000004,0.007142857,656.7868419,5254.199168,0.0,0.0,696.0,1010.0,6.0,157745.0,between 1.5 and 2 years,24.0,0,0,good
6225,12550,16/07/2017,3951.458769,0.007142857,634.2331297999999,7418.224663,0.0,0.0,704.0,1022.0,2.0,304850.0,less than 0.5 year,26.0,0,0,good
6227,12560,7/12/17,1006.4147810000001,0.007142857,24957.550219999997,-55.37929388,0.0,0.0,735.0,1068.5,3.0,183463.0,between 1.5 and 2 years,0.0,0,0,good
6234,12909,1/3/17,4574.217164,0.007142857,8449.150454999999,881.5505522,0.0,0.0,687.0,996.5,,35878.0,between 1.5 and 2 years,,0,0,good
6235,12951,1/2/17,16007.563930000002,0.007142857,6798.924144,18246.82652,439.4425602,442.88163499999996,690.0,1001.0,5.0,251568.0,between 6 and 8 years,,0,0,good
6236,12956,1/4/17,71649.94401,0.007142857,59964.88186,-28.38174473,0.0,0.0,753.0,1095.5,3.0,,between 2.5 and 3 years,,0,0,good
6237,12967,22/07/2017,15003.520059999999,0.007142857,49959.57177,25.59126887,0.0,0.0,646.0,935.0,30.0,894953.0,,19.0,0,0,good
6238,12972,16/07/2017,5260.177878,0.007142857,11961.74659,2702.010828,0.0,0.0,654.0,947.0,6.0,323312.0,between 14 and 17 years,31.0,0,0,good
6240,13005,26/12/2016,11202.60302,0.007142857,737.4373012,7612.680004999999,127.30760430000001,129.0746147,,-34.0,,,between 2 and 2.5 years,,0,0,good
6241,13139,6/5/17,6861.4408060000005,0.007142857,4770.9283590000005,5157.033943,0.0,0.0,781.0,1137.5,0.0,26916.0,,27.0,0,0,good
6242,13159,26/07/2017,10330.76552,0.007142857,32536.25697,7420.887439,0.0,0.0,691.0,1002.5,3.0,123678.0,between 14 and 17 years,15.0,0,0,good
6243,13298,18/07/2017,28444.42734,0.007142857,17717.0014,16869.962330000002,0.0,0.0,700.0,1016.0,2.0,372918.0,between 3 and 5 years,15.0,0,0,good
6247,13646,23/07/2017,10948.833929999999,0.007142857,6954.5124989999995,-254.53227009999998,0.0,0.0,678.0,983.0,1.0,333857.0,between 3 and 5 years,0.0,0,0,good
6248,13655,18/07/2017,-61.67918996,0.007142857,29973.34245,6.101343986,0.0,0.0,557.0,801.5,9.0,743604.0,,,0,0,good
6249,13830,20/12/2016,2082.5253420000004,0.007142857,9043.487333,872.5926400000001,0.0,0.0,,-34.0,,,between 2.5 and 3 years,,0,0,good
6250,13880,21/12/2016,11342.12561,0.007142857,9586.182423999999,5948.296126,0.0,0.0,,-34.0,,,between 5 and 6 years,,0,0,good
6251,13883,26/07/2017,10089.655,0.007142857,19932.1855,32.07247771,0.0,0.0,645.0,933.5,4.0,332687.0,between 17 and 20 years,3.0,0,0,good
6254,14042,8/1/17,2686.834021,0.007142857,64507.761829999996,409.96181789999997,0.0,0.0,736.0,1070.0,0.0,391700.0,between 5 and 6 years,27.0,0,0,good
6255,14049,29/07/2017,14159.123319999999,0.007142857,8118.755211,6868.390225,0.0,0.0,675.0,978.5,1.0,59085.0,between 2.5 and 3 years,10.0,0,0,good
6256,14101,23/07/2017,7711.352832,0.007142857,3162.566569,5848.361142,0.0,0.0,697.0,1011.5,3.0,367387.0,,2.0,0,0,good
6258,14113,23/07/2017,7143.754373000001,0.007142857,4385.771312,7538.581469,0.0,0.0,596.0,860.0,8.0,311028.0,less than 0.5 year,23.0,0,0,good
6259,14144,24/07/2017,99.66904605,0.007142857,19980.492159999998,-64.13883976,440.70492659999996,445.96017130000007,619.0,894.5,2.0,535984.0,between 1 and 1.5 years,0.0,0,0,good
6261,14230,22/07/2017,16020.27599,0.007142857,29735.132260000002,10413.87487,0.0,0.0,624.0,902.0,9.0,406883.0,between 12 and 14 years,26.0,0,0,good
6262,14303,24/07/2017,24869.4133,0.007142857,1484.948993,33517.43576,0.0,0.0,698.0,1013.0,3.0,501250.0,between 8 and 10 years,22.0,0,0,good
6264,14309,25/07/2017,11120.71953,0.007142857,10399.19095,9497.441427,0.0,0.0,686.0,995.0,17.0,528090.0,between 25 and 30 years,13.0,0,0,good
6266,14501,26/07/2017,248.0775402,0.007142857,19959.028140000002,-13.12604632,0.0,0.0,660.0,956.0,7.0,104262.0,between 8 and 10 years,29.0,0,0,good
6269,14598,26/07/2017,8049.544728,0.007142857,5805.395851,24431.06252,0.0,0.0,634.0,917.0,4.0,263819.0,between 0.5 and 1 years,7.0,0,0,good
6270,14623,24/07/2017,3997.799728,0.007142857,6079.478557,675.3704184999999,0.0,0.0,775.0,1128.5,6.0,50346.0,between 12 and 14 years,21.0,0,0,good
6271,14846,12/11/16,11929.6683,0.007142857,6786.9733590000005,7986.174708,0.0,0.0,,-34.0,,,between 3 and 5 years,,0,0,good
6273,14862,14/12/2016,42066.08881,0.007142857,20497.80186,34160.26563,650.5581943,656.6464505,,-34.0,,,between 1.5 and 2 years,,0,0,good
6274,14902,30/07/2017,6070.179688,0.007142857,23475.56014,1799.062575,0.0,0.0,674.0,977.0,16.0,33866.0,between 3 and 5 years,25.0,0,0,good
6275,14914,8/1/17,11597.394209999999,0.007142857,24544.80814,6193.756466,0.0,0.0,635.0,918.5,9.0,48209.0,between 1 and 1.5 years,24.0,0,0,good
6279,15179,8/7/17,69.27055221,0.007142857,49960.10712,43.19666685,0.0,0.0,745.0,1083.5,6.0,584955.0,between 17 and 20 years,,0,0,good
6282,15295,29/07/2017,20071.18711,0.007142857,2317.105896,18760.02873,0.0,0.0,644.0,932.0,5.0,178474.0,between 14 and 17 years,21.0,0,0,good
6284,15565,8/2/17,4799.829931,0.007142857,7829.077236,2055.519001,0.0,0.0,678.0,983.0,7.0,56815.0,between 1.5 and 2 years,27.0,0,0,good
6286,15667,12/7/16,6832.626042,0.007142857,4251.124817,5832.878018,355.68659260000004,225.18523280000002,,-34.0,,,between 17 and 20 years,,0,0,good
6288,15698,8/6/17,11689.30508,0.007142857,1392.933546,13609.328959999999,0.0,0.0,703.0,1020.5,3.0,212241.0,,23.0,0,0,good
6292,15860,20/12/2016,4608.994939,0.007142857,861.2932281999999,9165.113622,0.0,0.0,,-34.0,,,between 3 and 5 years,,0,0,good
6293,15883,8/1/17,19304.70085,0.007142857,4920.639143,29542.85333,0.0,0.0,604.0,872.0,10.0,400998.0,less than 0.5 year,17.0,0,0,good
6294,15892,22/08/2017,7111.576589,0.007142857,1966.965832,8109.374554000001,0.0,0.0,664.0,962.0,4.0,528966.0,between 1 and 1.5 years,14.0,0,0,good
6296,15910,8/5/17,5102.2495770000005,0.007142857,12857.18146,1910.9914850000002,0.0,0.0,677.0,981.5,1.0,31775.0,between 6 and 8 years,21.0,0,0,good
6299,15962,8/8/17,17426.01275,0.007142857,3001.1321199999998,17653.5873,0.0,0.0,670.0,971.0,4.0,196979.0,,25.0,0,0,good
6300,15990,8/5/17,16912.77134,0.007142857,18346.6062,11741.724470000001,2744.424865,505.5576275,649.0,939.5,5.0,27153.0,between 12 and 14 years,6.0,0,0,good
6302,16021,8/6/17,5649.947992,0.007142857,39611.37827,434.8911528,0.0,0.0,700.0,1016.0,0.0,481792.0,between 2 and 2.5 years,18.0,0,0,good
6304,16093,13/08/2017,2769.367718,0.007142857,5772.571634,190.0638449,0.0,0.0,729.0,1059.5,5.0,138152.0,less than 0.5 year,24.0,0,0,good
6310,16316,13/08/2017,3216.713961,0.007142857,24242.24046,753.4906376,240.1046393,240.4060164,662.0,959.0,9.0,102267.0,between 2 and 2.5 years,20.0,0,0,good
6314,16505,8/6/17,4263.435467,0.007142857,8854.304329,1171.557023,0.0,0.0,551.0,792.5,3.0,64520.0,between 2 and 2.5 years,29.0,0,0,good
6315,16576,13/08/2017,13918.37221,0.007142857,1861.782911,13166.23434,0.0,0.0,,-34.0,8.0,8520.0,,4.0,1,0,good
6317,16595,8/9/17,-53.91100299,0.007142857,35005.1663,-29.52913083,0.0,0.0,705.0,1023.5,5.0,148755.0,between 10 and 12 years,0.0,0,0,good
6318,16704,9/2/17,22579.288119999997,0.007142857,39463.84206,9543.685597,0.0,0.0,706.0,1025.0,7.0,2797.0,between 30 and 35 years,30.0,0,0,good
6319,16823,16/08/2017,3750.02131,0.007142857,5393.650676,4568.7714670000005,0.0,0.0,,-34.0,,,,22.0,0,0,good
6321,16874,9/2/17,-58.68181019,0.007142857,29929.3288,60.93736588,0.0,0.0,674.0,977.0,2.0,5256.0,less than 0.5 year,0.0,0,0,good
6322,16903,29/11/2016,15399.10951,0.007142857,7945.4377269999995,-1576.5218960000002,0.0,0.0,,-34.0,,,between 1.5 and 2 years,,0,0,good
6323,17108,13/08/2017,20264.267669999997,0.007142857,612.6070012,12088.93722,0.0,0.0,677.0,981.5,66.0,1304919.0,between 6 and 8 years,15.0,0,0,good
6325,17223,16/08/2017,30525.44804,0.007142857,9552.867445,15470.94815,0.0,0.0,709.0,1029.5,4.0,111911.0,between 1.5 and 2 years,8.0,0,0,good
6328,17423,22/11/2016,1213.944856,0.007142857,21102.65956,8929.654120000001,0.0,0.0,781.0,1137.5,4.0,712070.0,between 5 and 6 years,,0,0,good
6329,17521,8/12/17,5306.011981000001,0.007142857,4291.667106,2617.61355,0.0,0.0,712.0,1034.0,0.0,42624.0,between 20 and 25 years,27.0,0,0,good
6340,17977,27/11/2016,-35.87230385,0.007142857,25047.313990000002,30.48485448,0.0,0.0,772.0,1124.0,4.0,897890.0,between 20 and 25 years,,0,0,good
6344,18137,20/08/2017,14778.936459999999,0.007142857,1530.9856619999998,23452.16474,0.0,0.0,668.0,968.0,3.0,165601.0,between 20 and 25 years,31.0,0,0,good
6351,18688,23/11/2016,5592.783224,0.007142857,8178.898564,1905.4180239999998,0.0,0.0,,-34.0,,,between 14 and 17 years,,0,0,good
6353,18694,11/9/16,-16.69218215,0.007142857,,,0.0,0.0,720.0,1046.0,,,between 1 and 1.5 years,,0,0,good
6354,18740,11/9/16,36.60978816,0.007142857,,-8.45510505,0.0,0.0,,-34.0,,,between 3 and 5 years,,0,0,good
6357,18818,22/08/2017,7729.0360709999995,0.007142857,10034.54085,6.556996722,0.0,0.0,596.0,860.0,2.0,35088.0,between 1.5 and 2 years,25.0,0,0,good
6358,18841,18/09/2017,10481.11428,0.007142857,12269.84915,-10.86284095,592.916496,227.26357990000002,689.0,999.5,6.0,271924.0,between 0.5 and 1 years,0.0,0,0,good
6360,18910,30/08/2017,6192.223231,0.007142857,18892.33169,1025.961033,0.0,0.0,712.0,1034.0,18.0,27052.0,between 10 and 12 years,23.0,0,0,good
6361,19078,31/10/2016,27042.21466,0.007142857,7795.468390999999,12216.6776,0.0,0.0,,-34.0,,,between 2 and 2.5 years,,0,0,good
6362,19081,30/10/2016,42465.00101,0.007142857,8333.736008,41595.56302,0.0,0.0,688.0,998.0,,,,,0,0,good
6363,19097,13/11/2016,7713.781246,0.007142857,5201.5809850000005,5082.829657,0.0,0.0,,-34.0,,,,,0,0,good
6365,19202,31/10/2016,85450.15363,0.007142857,49969.54837,14419.46257,0.0,0.0,,-34.0,,,between 5 and 6 years,,0,0,good
6366,19238,11/7/16,-36.11780395,0.007142857,,,0.0,0.0,,-34.0,,,between 1.5 and 2 years,,0,0,good
6371,19432,26/10/2016,37381.27992,0.007142857,18725.17272,26560.51052,0.0,0.0,,-34.0,,,,,0,0,good
6375,19549,27/09/2017,10594.99654,0.007142857,10208.163340000001,9861.021464,0.0,0.0,668.0,968.0,18.0,598374.0,between 20 and 25 years,6.0,0,0,good
6376,19573,23/10/2016,6881.253892000001,0.007142857,-99.18683228,15140.323269999999,0.0,0.0,,-34.0,,,between 10 and 12 years,,0,0,good
6377,19765,23/10/2016,18558.653159999998,0.007142857,943.2625079,18989.65633,0.0,0.0,,-34.0,,,less than 0.5 year,,0,0,good
6379,20083,9/10/17,4998.678929,0.007142857,49977.044330000004,-41.55056364,0.0,0.0,664.0,962.0,11.0,552004.0,between 3 and 5 years,4.0,0,0,good
6383,20184,11/6/16,17940.74927,0.007142857,8442.775302,10770.69315,0.0,0.0,,-34.0,,,between 1 and 1.5 years,,0,0,good
6384,20216,28/08/2017,2670.3324039999998,0.007142857,9496.197661,376.3050558,0.0,0.0,617.0,891.5,9.0,78042.0,between 3 and 5 years,31.0,0,0,good
6386,20358,29/08/2017,2858.8858760000003,0.007142857,14620.51944,450.01880589999996,0.0,0.0,701.0,1017.5,2.0,139048.0,between 3 and 5 years,18.0,0,0,good
6388,20436,30/08/2017,2159.963499,0.007142857,4402.304545,1584.175798,1138.240407,333.316148,659.0,954.5,13.0,696077.0,between 17 and 20 years,0.0,0,0,good
6397,20720,10/12/16,17.31346409,0.007142857,,,0.0,0.0,,-34.0,,,between 2 and 2.5 years,,0,0,good
6398,20757,30/05/2017,65424.53637,0.007142857,40144.76597,42780.21872,0.0,0.0,640.0,926.0,7.0,718004.0,between 25 and 30 years,9.0,0,0,good
6401,21019,10/8/16,7434.496045,0.007142857,18746.83578,1123.811395,0.0,0.0,,-34.0,,,between 8 and 10 years,,0,0,good
6402,21089,26/09/2017,24849.08781,0.007142857,9005.855624,55764.47972999999,0.0,0.0,775.0,1128.5,7.0,414905.0,between 2.5 and 3 years,24.0,0,0,good
6406,21283,28/09/2016,12778.505570000001,0.007142857,5896.27293,14485.370640000001,0.0,0.0,,-34.0,,,between 8 and 10 years,,0,0,good
6407,21293,10/5/16,46161.91031,0.007142857,4006.906542,59981.478579999995,0.0,0.0,,-34.0,,,,,0,0,good
6408,21300,9/6/17,4.179562188999999,0.007142857,10020.64552,25.16839057,0.0,0.0,605.0,873.5,4.0,140321.0,between 2 and 2.5 years,0.0,0,0,good
6410,21618,4/9/17,15729.878819999998,0.007142857,837.0958099999999,15061.7113,0.0,0.0,676.0,980.0,,,less than 0.5 year,16.0,0,0,good
6411,21688,27/09/2016,7765.3264659999995,0.007142857,11295.83268,9744.702004,0.0,0.0,,-34.0,,,,,0,0,good
6415,21800,9/6/17,3183.232438,0.007142857,5358.951773,561.2373171,0.0,0.0,593.0,855.5,3.0,92253.0,less than 0.5 year,29.0,0,0,good
6416,21800,18/07/2017,30.26837098,0.007142857,25348.516340000002,-128.089537,0.0,0.0,632.0,914.0,0.0,375165.0,between 12 and 14 years,0.0,0,0,good
6417,21816,9/11/17,50353.607489999995,0.007142857,22305.06052,27756.31836,0.0,0.0,654.0,947.0,23.0,705468.0,between 10 and 12 years,18.0,0,0,good
6418,21867,25/09/2016,9895.896037999999,0.007142857,742.7746614,19592.84792,0.0,0.0,,-34.0,,,,,0,0,good
6419,22192,28/09/2016,-46.14591367,0.007142857,20055.34219,37.17336588,0.0,0.0,640.0,926.0,11.0,26046.0,,,0,0,good
6423,22393,9/9/17,6220.096981000001,0.007142857,1803.648852,6241.869393999999,0.0,0.0,654.0,947.0,8.0,12244.0,between 8 and 10 years,22.0,0,0,good
6424,22448,9/6/17,8596.848945,0.007142857,896.1243066,11198.852990000001,542.1175609000001,545.1018212,485.0,693.5,6.0,62728.0,between 5 and 6 years,14.0,0,0,good
6428,22732,13/09/2017,9650.364152,0.007142857,18733.392509999998,1404.9168630000001,845.4055051000001,841.6004685,731.0,1062.5,13.0,287798.0,between 20 and 25 years,24.0,0,0,good
6430,22738,24/10/2016,10986.21161,0.007142857,8585.862593,6348.488457,0.0,0.0,,-34.0,2.0,,less than 0.5 year,,0,0,good
6432,22991,9/10/16,21702.88766,0.007142857,18745.40272,1357.012737,0.0,0.0,548.0,788.0,0.0,32430.0,between 2.5 and 3 years,,0,0,good
6434,23259,24/12/2016,17205.97055,0.007142857,2293.563158,17660.697630000002,0.0,0.0,,-34.0,,,between 6 and 8 years,,0,0,good
6436,23262,18/09/2017,21709.453540000002,0.007142857,45814.071469999995,-898.8758972999999,0.0,0.0,718.0,1043.0,8.0,36017.0,,0.0,0,0,good
6438,23301,25/09/2017,83.34785724,0.007142857,8902.889157,7.774600027000001,0.0,0.0,695.0,1008.5,6.0,111883.0,between 8 and 10 years,0.0,0,0,good
6441,23355,9/7/16,523.241037,0.007142857,,,0.0,0.0,,-34.0,,,between 10 and 12 years,,0,0,good
6447,23773,26/04/2017,13427.97446,0.007142857,4139.347766,15884.82183,0.0,0.0,653.0,945.5,10.0,23666.0,between 10 and 12 years,23.0,0,0,good
6448,23779,17/09/2017,10508.60766,0.007142857,10126.13227,9.600926174,438.701985,434.9727812,662.0,959.0,19.0,209481.0,between 3 and 5 years,0.0,0,0,good
6450,23811,9/4/16,25571.43243,0.007142857,24594.88212,6646.956437,0.0,0.0,,-34.0,,,between 0.5 and 1 years,,0,0,good
6452,23949,16/09/2017,13624.6117,0.007142857,5225.148808,10031.0221,0.0,0.0,623.0,900.5,9.0,66944.0,between 10 and 12 years,18.0,0,0,good
